20, 0.000000, 0.000000, 100, 0.086608
20, 0.002018, 0.000000, 100, 0.133986
20, 0.004037, 0.000000, 100, 0.191271
20, 0.006055, 0.000000, 100, 0.303383
20, 0.008073, 0.000000, 100, 0.416286
20, 0.010092, 0.000000, 100, 0.611711
20, 0.012110, 0.000000, 100, 0.892423
20, 0.014128, 0.000000, 100, 1.017041
20, 0.016147, 0.000000, 100, 1.505958
20, 0.018165, 0.000000, 100, 1.617231
20, 0.020183, 0.000000, 100, 2.188558
20, 0.022202, 0.000000, 100, 2.382051
20, 0.024220, 0.000000, 100, 3.048066
20, 0.026239, 0.000000, 100, 3.700811
20, 0.028257, 0.000000, 100, 4.658062
20, 0.030275, 0.000000, 100, 4.863750
20, 0.032294, 0.000000, 100, 6.573086
20, 0.034312, 0.000000, 100, 6.716646
20, 0.036330, 0.000000, 100, 7.825495
20, 0.038349, 0.000000, 100, 9.086169
20, 0.040367, 0.000000, 100, 11.036845
20, 0.042385, 0.000000, 100, 11.822575
20, 0.044404, 0.000000, 100, 13.408510
20, 0.046422, 0.000000, 100, 14.791984
20, 0.048440, 0.000000, 100, 16.652228
20, 0.050459, 0.000000, 100, 17.329307
20, 0.052477, 0.000000, 100, 20.231573
20, 0.054495, 0.000000, 100, 23.353222
20, 0.056514, 0.000000, 100, 25.133999
20, 0.058532, 0.000000, 100, 27.217956
20, 0.060550, 0.010000, 100, 30.171081
20, 0.062569, 0.010000, 100, 34.467931
20, 0.064587, 0.000000, 100, 37.276921
20, 0.066606, 0.010000, 100, 38.876856
20, 0.068624, 0.020000, 100, 40.738069
20, 0.070642, 0.030000, 100, 50.869240
20, 0.072661, 0.040000, 100, 52.076566
20, 0.074679, 0.000000, 100, 53.577634
20, 0.076697, 0.040000, 100, 56.248757
20, 0.078716, 0.020000, 100, 61.519013
20, 0.080734, 0.100000, 100, 66.642263
20, 0.082752, 0.070000, 100, 70.614618
20, 0.084771, 0.090000, 100, 75.576001
20, 0.086789, 0.060000, 100, 77.707656
20, 0.088807, 0.120000, 100, 82.197634
20, 0.090826, 0.120000, 100, 90.158500
20, 0.092844, 0.120000, 100, 94.002622
20, 0.094862, 0.150000, 100, 99.751582
20, 0.096881, 0.220000, 100, 100.140970
20, 0.098899, 0.200000, 100, 112.817748
20, 0.100917, 0.250000, 100, 114.697130
20, 0.102936, 0.330000, 100, 121.517975
20, 0.104954, 0.330000, 100, 120.702591
20, 0.106972, 0.290000, 100, 134.510445
20, 0.108991, 0.210000, 100, 133.997000
20, 0.111009, 0.380000, 100, 136.290630
20, 0.113028, 0.490000, 100, 147.670300
20, 0.115046, 0.510000, 100, 156.329039
20, 0.117064, 0.500000, 100, 161.819604
20, 0.119083, 0.570000, 100, 162.883031
20, 0.121101, 0.540000, 100, 170.544349
