2, 0.000000, 0.000000, 1, 0.000082
2, 0.010526, 0.000000, 1, 0.000049
2, 0.021053, 0.000000, 1, 0.000179
2, 0.031579, 1.000000, 1, 0.000151
2, 0.042105, 0.000000, 1, 0.000139
2, 0.052632, 1.000000, 1, 0.000165
2, 0.063158, 0.000000, 1, 0.000043
2, 0.073684, 0.000000, 1, 0.000040
2, 0.084211, 0.000000, 1, 0.000040
2, 0.094737, 0.000000, 1, 0.000039
2, 0.105263, 1.000000, 1, 0.000146
2, 0.115789, 0.000000, 1, 0.000042
2, 0.126316, 0.000000, 1, 0.000040
2, 0.136842, 1.000000, 1, 0.000145
2, 0.147368, 0.000000, 1, 0.000162
2, 0.157895, 0.000000, 1, 0.000041
2, 0.168421, 0.000000, 1, 0.000039
2, 0.178947, 0.000000, 1, 0.000160
2, 0.189474, 0.000000, 1, 0.000141
2, 0.200000, 1.000000, 1, 0.000041
3, 0.000000, 0.000000, 1, 0.000084
3, 0.010526, 0.000000, 1, 0.000051
3, 0.021053, 0.000000, 1, 0.000051
3, 0.031579, 0.000000, 1, 0.000048
3, 0.042105, 0.000000, 1, 0.000180
3, 0.052632, 1.000000, 1, 0.010195
3, 0.063158, 0.000000, 1, 0.000180
3, 0.073684, 0.000000, 1, 0.000157
3, 0.084211, 0.000000, 1, 0.000157
3, 0.094737, 0.000000, 1, 0.000050
3, 0.105263, 1.000000, 1, 0.000160
3, 0.115789, 0.000000, 1, 0.000047
3, 0.126316, 0.000000, 1, 0.000149
3, 0.136842, 0.000000, 1, 0.000311
3, 0.147368, 0.000000, 1, 0.000321
3, 0.157895, 0.000000, 1, 0.000422
3, 0.168421, 0.000000, 1, 0.000150
3, 0.178947, 1.000000, 1, 0.000302
3, 0.189474, 0.000000, 1, 0.000402
3, 0.200000, 1.000000, 1, 0.000154
4, 0.000000, 0.000000, 1, 0.000080
4, 0.010526, 0.000000, 1, 0.000053
4, 0.021053, 0.000000, 1, 0.000186
4, 0.031579, 0.000000, 1, 0.000163
4, 0.042105, 0.000000, 1, 0.000335
4, 0.052632, 0.000000, 1, 0.000322
4, 0.063158, 0.000000, 1, 0.000055
4, 0.073684, 1.000000, 1, 0.000383
4, 0.084211, 0.000000, 1, 0.000158
4, 0.094737, 0.000000, 1, 0.000317
